Time;Channel A;Channel B;A - B
-2,38676399;-3,34040400;-1,09790300;-2,24250000
-2,38642999;-3,34040400;-1,09790300;-2,24250000
-2,38609599;-3,34040400;-1,09790300;-2,24250000
-2,38576199;-3,34040400;-1,09790300;-2,28843100
-2,38542799;-3,34040400;-1,05197300;-2,24250000
-2,38509399;-3,34040400;-1,09790300;-2,24250000
-2,38475999;-3,34040400;-1,09790300;-2,24250000
-2,38442599;-3,34040400;-1,09790300;-2,24250000
-2,38409199;-3,34040400;-1,09790300;-2,28843100
-2,38375799;-3,34040400;-1,05197300;-2,28843100
-2,38342399;-3,34040400;-1,05197300;-2,28843100
-2,38308999;-3,34040400;-1,05197300;-2,28843100
-2,38275599;-3,34040400;-1,05197300;-2,28843100
-2,38242199;-3,34040400;-1,05197300;-2,24250000
-2,38208799;-3,34040400;-1,09790300;-2,28843100
-2,38175399;-3,34040400;-1,05197300;-2,33420800
-2,38141999;-3,34040400;-1,00619500;-2,28843100
-2,38108599;-3,34040400;-1,05197300;-2,28843100
-2,38075199;-3,34040400;-1,05197300;-2,28843100
-2,38041799;-3,34040400;-1,05197300;-2,33420800
-2,38008399;-3,34040400;-1,00619500;-2,33420800
-2,37974999;-3,34040400;-1,00619500;-2,33420800
-2,37941599;-3,34040400;-1,00619500;-2,33420800
-2,37908199;-3,34040400;-1,00619500;-2,33420800
-2,37874799;-3,34040400;-1,00619500;-2,33420800
-2,37841399;-3,34040400;-1,00619500;-2,33420800
-2,37807999;-3,34040400;-1,00619500;-2,33420800
-2,37774599;-3,34040400;-1,00619500;-2,33420800
-2,37741199;-3,34040400;-1,00619500;-2,33420800
-2,37707799;-3,34040400;-1,00619500;-2,33420800
-2,37674399;-3,34040400;-1,00619500;-2,33420800
-2,37640999;-3,34040400;-1,00619500;-2,33420800
-2,37607599;-3,34040400;-1,00619500;-2,33420800
-2,37574199;-3,34040400;-1,00619500;-2,33420800
-2,37540799;-3,34040400;-1,00619500;-2,33420800
-2,37507399;-3,34040400;-1,00619500;-2,37998600
-2,37473999;-3,34040400;-0,96041750;-2,37998600
-2,37440599;-3,34040400;-0,96041750;-2,42576400
-2,37407199;-3,34040400;-0,91463970;-2,42576400
-2,37373799;-3,34040400;-0,91463970;-2,42576400
-2,37340399;-3,34040400;-0,91463970;-2,42576400
-2,37306999;-3,34040400;-0,91463970;-2,42576400
-2,37273599;-3,34040400;-0,91463970;-2,37998600
-2,37240199;-3,34040400;-0,96041750;-2,42576400
-2,37206799;-3,34040400;-0,91463970;-2,37998600
-2,37173399;-3,34040400;-0,96041750;-2,42576400
-2,37139999;-3,34040400;-0,91463970;-2,42576400
-2,37106599;-3,34040400;-0,91463970;-2,42576400
-2,37073199;-3,34040400;-0,91463970;-2,42576400
-2,37039799;-3,34040400;-0,91463970;-2,42576400
-2,37006399;-3,34040400;-0,91463970;-2,42576400
-2,36972999;-3,34040400;-0,91463970;-2,42576400
-2,36939599;-3,34040400;-0,91463970;-2,42576400
-2,36906199;-3,34040400;-0,91463970;-2,42576400
-2,36872799;-3,34040400;-0,91463970;-2,42576400
-2,36839399;-3,34040400;-0,91463970;-2,42576400
-2,36805999;-3,34040400;-0,91463970;-2,42576400
-2,36772599;-3,34040400;-0,91463970;-2,42576400
-2,36739199;-3,34040400;-0,91463970;-2,42576400
-2,36705799;-3,34040400;-0,91463970;-2,42576400
-2,36672399;-3,34040400;-0,91463970;-2,42576400
-2,36638999;-3,34040400;-0,91463970;-2,42576400
-2,36605599;-3,34040400;-0,91463970;-2,42576400
-2,36572199;-3,34040400;-0,91463970;-2,42576400
-2,36538799;-3,34040400;-0,91463970;-2,42576400
-2,36505399;-3,34040400;-0,91463970;-2,47169400
-2,36471999;-3,34040400;-0,86870940;-2,42576400
-2,36438599;-3,34040400;-0,91463970;-2,47169400
-2,36405199;-3,34040400;-0,86870940;-2,47169400
-2,36371799;-3,34040400;-0,86870940;-2,47169400
-2,36338399;-3,34040400;-0,86870940;-2,47169400
-2,36304999;-3,34040400;-0,86870940;-2,51747200
-2,36271599;-3,34040400;-0,82293160;-2,47169400
-2,36238199;-3,34040400;-0,86870940;-2,47169400
-2,36204799;-3,34040400;-0,86870940;-2,47169400
-2,36171399;-3,34040400;-0,86870940;-2,47169400
-2,36137999;-3,34040400;-0,86870940;-2,51747200
-2,36104599;-3,34040400;-0,82293160;-2,47169400
-2,36071199;-3,34040400;-0,86870940;-2,47169400
-2,36037799;-3,34040400;-0,86870940;-2,51747200
-2,36004399;-3,34040400;-0,82293160;-2,51747200
-2,35970999;-3,34040400;-0,82293160;-2,47169400
-2,35937599;-3,34040400;-0,86870940;-2,51747200
-2,35904199;-3,34040400;-0,82293160;-2,51747200
-2,35870799;-3,34040400;-0,82293160;-2,51747200
-2,35837399;-3,34040400;-0,82293160;-2,51747200
-2,35803999;-3,34040400;-0,82293160;-2,51747200
-2,35770599;-3,34040400;-0,82293160;-2,51747200
-2,35737199;-3,34040400;-0,82293160;-2,51747200
-2,35703799;-3,34040400;-0,82293160;-2,51747200
-2,35670399;-3,34040400;-0,82293160;-2,51747200
-2,35636999;-3,34040400;-0,82293160;-2,51747200
-2,35603599;-3,34040400;-0,82293160;-2,51747200
-2,35570199;-3,34040400;-0,82293160;-2,51747200
-2,35536799;-3,34040400;-0,82293160;-2,51747200
-2,35503399;-3,34040400;-0,82293160;-2,51747200
-2,35469999;-3,34040400;-0,82293160;-2,51747200
-2,35436599;-3,34040400;-0,82293160;-2,51747200
-2,35403199;-3,34040400;-0,82293160;-2,56325000
-2,35369799;-3,34040400;-0,77715380;-2,51747200
-2,35336399;-3,34040400;-0,82293160;-2,51747200
