Time;Channel A;Channel B
(us);(V);(V)

-99,83997950;4,43357700;4,40000600
-98,55997951;4,43357700;4,40000600
-97,27997951;4,43357700;4,40000600
-95,99997952;3,34879600;4,21674300
-94,71997953;1,94769100;3,85021500
-93,43997954;1,26972300;3,48368800
-92,15997954;0,95324560;3,16293800
-90,87997955;0,77242340;2,93389700
-89,59997956;0,63692130;2,65892500
-88,31997957;0,59175390;2,38410600
-87,03997958;0,54643390;2,20084200
-85,75997958;0,50126650;2,01757900
-84,47997959;0,50126650;1,83431500
-83,19997960;0,50126650;1,65105100
-81,91997961;0,45609910;1,55934300
-80,63997961;0,50126650;1,42185700
-79,35997962;0,45609910;1,28452400
-78,07997963;0,45609910;1,14703800
-76,79997964;0,45609910;1,05533000
-75,51997965;0,45609910;0,96377450
-74,23997965;0,45609910;0,91799680
-72,95997966;0,45609910;0,82628860
-71,67997967;0,45609910;0,73473310
-70,39997968;0,45609910;0,64302500
-69,11997968;0,45609910;0,64302500
-67,83997969;0,45609910;0,55146940
-66,55997970;0,45609910;0,55146940
-65,27997971;0,45609910;0,45976140
-63,99997972;0,45609910;0,41398360
-62,71997972;0,50126650;0,36820580
-61,43997973;2,12836100;0,73473310
-60,15997974;3,21314100;1,10126000
-58,87997975;3,71044000;1,42185700
-57,59997975;3,98159700;1,69682900
-56,31997976;4,11709900;1,92587100
-55,03997977;4,20758700;2,20084200
-53,75997978;4,25275400;2,38410600
-52,47997979;4,34308900;2,56737000
-51,19997979;4,34308900;2,75063300
-49,91997980;4,34308900;2,93389700
-48,63997981;4,34308900;3,07123000
-47,35997982;4,34308900;3,20871600
-46,07997982;4,38840900;3,30042400
-44,79997983;4,38840900;3,39198000
-43,51997984;4,38840900;3,57524300
-42,23997985;4,43357700;3,66695100
-40,95997986;4,43357700;3,71272900
-39,67997986;4,43357700;3,80428500
-38,39997987;4,43357700;3,85021500
-37,11997988;4,43357700;3,94177100
-35,83997989;4,43357700;4,03347900
-34,55997989;4,43357700;4,03347900
-33,27997990;4,43357700;4,07925700
-31,99997991;4,43357700;4,12503400
-30,71997992;4,43357700;4,21674300
-29,43997993;4,43357700;4,21674300
-28,15997993;4,43357700;4,26252000
-26,87997994;4,43357700;4,30829800
-25,59997995;4,43357700;4,30829800
-24,31997996;4,43357700;4,35407600
-23,03997996;4,47874400;4,40000600
-21,75997997;4,43357700;4,40000600
-20,47997998;4,43357700;4,40000600
-19,19997999;4,43357700;4,40000600
-17,91998000;4,43357700;4,40000600
-16,63998000;3,80077500;4,30829800
-15,35998001;2,12836100;3,85021500
-14,07998002;1,40522500;3,52946600
-12,79998003;0,99841300;3,20871600
-11,51998003;0,81774350;2,93389700
-10,23998004;0,68208870;2,65892500
-8,95998005;0,63692130;2,47566200
-7,67998006;0,54643390;2,24662000
-6,39998007;0,54643390;2,01757900
-5,11998007;0,50126650;1,83431500
-3,83998008;0,50126650;1,69682900
-2,55998009;0,50126650;1,55934300
-1,27998010;0,45609910;1,42185700
0,00001990;0,50126650;1,28452400
1,28001989;0,45609910;1,19281600
2,56001988;0,45609910;1,10126000
3,84001987;0,45609910;1,00955200
5,12001986;0,45609910;0,91799680
6,40001986;0,45609910;0,82628860
7,68001985;0,45609910;0,73473310
8,96001984;0,45609910;0,68880280
10,24001983;0,45609910;0,64302500
11,52001983;0,45609910;0,55146940
12,80001982;0,45609910;0,50553910
14,08001981;0,45609910;0,45976140
15,36001980;0,45609910;0,41398360
16,64001979;0,45609910;0,36820580
17,92001979;1,76686900;0,68880280
19,20001978;3,03247200;1,00955200
20,48001977;3,61995300;1,37608000
21,76001976;3,93643000;1,65105100
23,04001976;4,11709900;1,88009300
24,32001975;4,20758700;2,10913400
25,60001974;4,29792200;2,33817600
26,88001973;4,29792200;2,56737000
28,16001972;4,34308900;2,70470300
29,44001972;4,34308900;2,88796700
30,72001971;4,34308900;3,02545200
32,00001970;4,38840900;3,16293800
33,28001969;4,38840900;3,30042400
34,56001969;4,38840900;3,39198000
35,84001968;4,38840900;3,52946600
37,12001967;4,43357700;3,62102100
38,40001966;4,43357700;3,66695100
39,68001965;4,43357700;3,75850700
40,96001965;4,43357700;3,85021500
42,24001964;4,43357700;3,94177100
43,52001963;4,43357700;3,98754800
44,80001962;4,43357700;4,03347900
46,08001962;4,43357700;4,03347900
47,36001961;4,43357700;4,12503400
48,64001960;4,43357700;4,17081200
49,92001959;4,43357700;4,21674300
51,20001958;4,43357700;4,26252000
52,48001958;4,43357700;4,26252000
53,76001957;4,43357700;4,30829800
55,04001956;4,43357700;4,35407600
56,32001955;4,43357700;4,40000600
57,60001955;4,43357700;4,40000600
58,88001954;4,43357700;4,40000600
60,16001953;4,43357700;4,40000600
61,44001952;4,43357700;4,40000600
62,72001951;4,02676500;4,30829800
64,00001951;2,30918300;3,94177100
65,28001950;1,45039200;3,57524300
66,56001949;1,04373300;3,30042400
67,84001948;0,86291090;2,97967500
69,12001948;0,68208870;2,75063300
70,40001947;0,63692130;2,47566200
71,68001946;0,54643390;2,24662000
72,96001945;0,50126650;2,06335600
74,24001944;0,50126650;1,88009300
75,52001944;0,50126650;1,74260700
76,80001943;0,50126650;1,55934300
78,08001942;0,50126650;1,46778800
79,36001941;0,45609910;1,28452400
